text,act,scene,actscene
youre not going said juliet its not morning yet  romeo lay down beside her again and kissed her it really is morning he said the clouds in the eastern sky are streaked with light i have to leave if im going stay alive or die if i dont  that light isnt daylight she said i know that its like some meteor sent to light you on you way to mantua so stay you dont have to go  no he said i dont let them catch me let them put me to death im happy if its what you want id rather stay i welcome death if its what you want he kissed her again how are you my darling lets talk its not day yet  oh it is it is she cried you must go hurry come on go its getting lighter every moment  romeo groaned the lighter it gets the darker our troubles become  the nurse who had been keeping guard all night knocked softly on the door and opened it  juliet  nurse what is it  your mothers coming to your room its morning be careful she closed the door  they kissed again and again then he finally let the rope ladder down juliet hung out the window  have you really gone my love my husband friend i want to hear from you every hour of every day each minute will drag like many days so ill be very old before i see my romeo again  rom,Act 3,Scene 5,Act 3Scene 5
eo stood in the orchard good bye he said ill send a message as soon as i can  oh do you think we will ever meet again  of course he said and all this trouble will be a good talking point  oh god ive got a terrible feeling about this she said seeing you down there its like seeing you dead at the bottom of a grave  its only our sadness that gives you that feeling he said and he disappeared among the trees  as she watched her husband out of sight the old saying about fortune being fickle was on juliets mind if so what was fortune doing with someone as faithful as romeo was she wished fortune would be fickle now and change its mind about romeo and let him come back soon she heard her mother calling what was she doing up so early or had she been up all night it wasnt like her to come to her room at this time of morning what did she want  as soon as lady capulet saw her daughters pale tearstained face she stopped whats the matter juliet she said  im not well said juliet  still crying for your cousin what are you trying to do wash him from his grave with tears even if you could that wouldnt bring him back to life so stop now an appropriate amount of grief shows a lot of love but too much shows a la,Act 3,Scene 5,Act 3Scene 5
ck of brains  i cant stop crying i feel his loss so deeply said juliet  it still wont bring him back said her mother rather cry because that scoundrel who killed him is alive  what scoundrel  romeo said lady capulet  juliet thought of how far romeo was from being a scoundrel she spoke cautiously may god pardon him and yet noone causes me as much sadness as he does  thats because the murderous traitor is still alive  yes mother said juliet the last thing she could bear to think about was someone killing romeo in revenge id ike noone but me to avenge my cousins death  well have revenge dont you worry about that said her mother so stop crying ill send someone to a man in mantua  where that criminals gone to live  and hell give him such an unexpected dose of poison that hell soon be keeping tybalt company and then i hope youll be satisfied  juliet would never be satisfied until she saw romeo again her heart was breaking to hear his name and not be able to go to him  ill find the man said her mother she smiled suddenly lets put that behind us now because ive got some joyful news girl  its about time i had some joyful news what is it mother  well her mother sat down on the bed youve got a thoughtf,Act 3,Scene 5,Act 3Scene 5
ul father my child  to help you through this bereavement hes sorted something out something you didnt expect  juliet wished her mother would go away and leave her but she answered and whats that mother  well here it is lady capulet s eyes shone early on thursday morning the charming young and noble gentleman the count of paris at st peters church juliet stared at herwill make a joyful bride of you  juliet sprang up no by st peter s church and by st peter too if you like he will not make a joyful bride of me i cant believe this haste  that i should get married before the man whos going to be my husband comes to court me tears of rage shone in her eyes please tell my father that i dont want to get married yet and when i do i swear it will be to romeo  who you know i hate  before i marry paris what kind of joyful news is this  the door opened well heres your father now said lady capulet tell him yourself and see what hell do  capulets face showed concern as he looked at his daughter tears streamed down her cheeks it often drizzles at sunset he said but at the sunset of my nephews life its a downpour  he sat on the bed beside her and took her hand still crying juliets sobbing increased and her f,Act 3,Scene 5,Act 3Scene 5
ather put his arm round her and pulled her close a whole storm he said such shaking he turned to his wife have you told her of my decision  i have said his wife but she wont have it she thanks you and declines i wish the idiot was married to her grave  capulet pushed juliet away from him gently and stood up slowly he said im not following what she wont have it isnt she grateful he was looking incredulously from one to the other isnt she proud isnt she counting her blessings insignificant as she is that we have found such an important gentleman to be her husband  juliet tried to find the right words no not proud that youve found him thankful that you have i can never be proud of something that i dont want but im thankful for what youve done because you intended it as love  capulet was staring at her his face was red what what whats this proud and thankful and no thank you listen here little girl dont give me any of your thanks and your prouds or any of that just get yourself ready to go with paris to st peters church on friday or i will drag you there on a piece of fencing he paced up and down the room rapidly his face contorted then he swung round and ran towards juliet you insipid piece of ,Act 3,Scene 5,Act 3Scene 5
rotting flesh you little whore you white faced he took a swing at her and hit her across the face  lady capulet rushed between them and got in the way just as her husbands hand was about to come down again stop it she cried are you mad she grasped his arm and held it firmly the nurse was crouching in a corner  father said juliet her face was stinging she slipped from the bed and fell to her knees i beg of you just let me say one thing please  hang you you whore disobedient wretch he bellowed he advanced on her again but both his wife and the nurse came between them ill tell you what he stormed you get yourself to that church on thursday or never ask me for anything again  juliet opened her mouth to speak  dont say anything said capulet nothing dont even answer me my fingers are itching  his wife was still holding on to his raised arm he lowered it now and wiped his brow on his sleeve wife he said we thought god had done us down by letting us have this only child but now i see that we are cursed in having even her he raised his arm again and all three cowered damn her worthless child he yelled  may god in heaven help her said the nurse she couldnt take it any more and came forward now shame o,Act 3,Scene 5,Act 3Scene 5
n you sir for treating her like this  what said capulet turning on the nurse so youre the fountain of wisdom now are you he sneered go and gossip with your cronies  im only speaking the truth  get out of my sight said capulet  cant one even speak  i told you to shut up you mumbling fool go and speak your wisdom over a gossips bowl we dont need your opinion here  lady capulet took his hand youre over reacting she said  god it makes me mad said capulet every day and night every moment whether working or playing alone or in company my only ambition has been to make a good match and now when i finally find a gentleman with aristocratic connections with property young noble blood absolutely full of good qualities built exactly as any man could want to be and then to have a wretched crying idiot a whining doll staring her fortune in the face and answering capulet imitated a lisping girl  i dont think ill get married i cant love him im too young please excuse me his eyes blazed he shook his finger at juliet eat where you like you wont stay here so think about that im not joking thursday is close search your soul and give it some serious thought if you belong to me ill give you to my friend if you d,Act 3,Scene 5,Act 3Scene 5
ont hang beg starve die in the streets as long as i live i wont own you and you wont get a penny youd better believe it i wont change my mind  when he had gone they all looked at each other the nurses eyes were all sympathy but  lady capulets look was hard  isnt there any pity in heaven said juliet sobbing anything that can see how miserable i am she tried to take her mothers hand but lady capulet snatched it away oh sweet mother dont push me away said juliet postpone this marriage for a month  a week or if you wont then make the bridal bed in that dark tomb where tybalts lying  dont talk to me said her mother im not saying another word you heard your father do as you ike ive finished with you and she hurried out  oh god oh nurse what are we going to do said juliet ive got a husband how can i get married while my husband s alive tell me what to do how can heaven do this to someone as vulnerable as i am what do you say cant you give me any comfort  there is some comfort said the nurse this is it romeo is banished and might as well be dead he cant come back here to challenge anything you do  or if he does it has to be in secret so as that is the reality i think the best thing is to marry the c,Act 3,Scene 5,Act 3Scene 5
ount  juliet couldnt believe her only friend was saying this  oh hes a lovely gentleman continued the nurse romeos a dishcloth compared to him even an eagle doesnt have as noble a profile as paris has im completely convinced that this is the best match  much better than the first but even if it werent your first love is as good as dead living in mantua hes not much use to you is he  do you mean all that said juliet  every word said the nurse  thats it then  what  well youve really comforted me go and tell my mother ive gone to lawrences chapel to confess that ive displeased my father and to ask for forgiveness  the nurse all smiles now was up in a moment im on my way this is the right thing  as juliet was dressing her thoughts about the nurse were not pleasant she was a wicked old woman a most evil devil which sin was worse  wanting her to break her vow or running romeo down she had condemned romeo with the same tongue she had used to praise him  to put him beyond comparison  thousands of times as she slipped out of the house she resolved that she would never confide in her nurse again she would go to friar lawrence to see if there was anything he could do failing all else she would kill herself,Act 3,Scene 5,Act 3Scene 5
thursday said friar lawrence thats short notice  its what my fathertobe wants said paris and im happy to go along with it  friar lawrence rubbed his chin  you  say you dont know what she feels about it hmm thats no good i dont like it  it was another hot morning friar lawrence led the young man towards the cool of his chapel  shes been grieving terribly for tybalt so i havent approached her said the young count  well sir her fathers not happy about the way shes taken her cousins death and thinks her marriage will make her forget the tragedy more quickly he thinks being by herself and dwelling on its bad its better if she has something else to think about and thats the reason for having the wedding so soon  friar lawrence could see the logic of that but he knew it was essential to delay the wedding although he wished he did not know the reason for that as they got to the door of the chapel he saw juliet hurrying towards them she stopped when she recognized paris he smiled and took her hand he raised it to his lips  how nice to see you he said my love my wife  you may call me that when i am a wife she said she and the friar exchanged glances  the friar could see he,Act 4,Scene 1,Act 4Scene 1
r impatience and he could also see that she had been crying paris did not seem to notice any of that  i may call you my wife he said or must do so love on thursday  what must happen will happen said juliet  oh yes said friar lawrence thats one thing we can be sure of he wished paris would go  have you come to confess to this holy father said paris  its none of your business  when you do make your confession dont say you dont love me  ill confess to you that i love the holy father she gave friar lawrence a desperate look  and i know youll tell him you love me said paris  if i do that she said it will be worth more behind your back than to your face  poor soul he said tears have spoilt your face  then the tears havent achieved much she said my face was bad enough before they started  dont say that its not true  im not ashamed of the truth she said especially as i said it to my own face  your face is mine said paris and you have slandered it  my face may as well be yours because its not mine she said impatiently she turned her back on him abruptly are you free now holy father or shall i come back at evening mass  im free now sad daughter said the friar my lord i mus,Act 4,Scene 1,Act 4Scene 1
t ask you to leave us now  god forbid that i should interfere with devotion said the count juliet ill come early on thursday until then goodbye he bent forward and kissed her cheek before she had time to move out of his way  juliet stood stiff and immobile until he had gone then she dashed past the friar shut the door she said and come and cry with me  past hope past cure past help  oh juliet the friar stroked her hair i already know whats happened its taxed my brains to bursting point i hear you have to marry the count on thursday  dont give me the whole story she snapped just tell me what to do she opened her bag and took out a small knife if you cant help me then ill help myself with this  the friar took the knife from her  god joined my heart and romeos and you joined our hands before this hand does anything else ill use it to kill myself so youd better either give me some advice or watch me die she reached for the knife but he whisked it out of her way dont take so long she said speak up im longing to die and will if you dont give me another solution  the friar didnt answer immediately when he did it was with reluctance i think theres a ray of hope he said i,Act 4,Scene 1,Act 4Scene 1
t needs a desperate remedy  as desperate as the situation youre in if you really would sooner kill yourself than marry paris then i think youd be prepared to take this on youd have to go through something like death though if you dare then ill give you the remedy  oh you can tell me to do anything rather than marry paris she cried tell me to jump from the battlements of any tower or go out and steal tell me to go into a snakepit chain me up with fierce bears make me spend every night in a charnelhouse covered in dead mens rattling bones with shinbones running with stinking slime and yellow skulls with their bottom jaws missing or tell me to go into a new grave and snuggle up to a dead man in his shroud  things that would make anyone shudder and i will do it without hesitation if it means ill be able to live a pure and faithful wife to my love  alright then said the friar im convinced heres the plan go home put on a happy face agree to marry paris tomorrow is wednesday now look here make sure that when you go to bed youre alone in your room dont let your nurse in  the friar went to a chest and unlocked it he took out a small bottle here this is it when youre in bed drink the liquid in a little while your body fluids will grow cold and you will have no pulse therell be no warmth and no breath to show that youre alive the colour in your face will go and your eyes will close as though in death your limbs will be stiff and cold like a corpses he paused juliet held out her hand then when the bridegroom arrives to wake you up on your wedding day there youll be dead after fortytwo hours youll wake up as though from a pleasant sleep  juliet smiled for the first time and then according to custom theyll dress you in your best clothes and take you to the ancient tomb where all the capulets are laid to rest in the meantime while im waiting for you to wake up ill send a letter to romeo and hell come here and he and i will watch you wake up and that very night hell take you off to mantua that is the solution if you have the courage to go through with it  give me give me said juliet dont talk to me about fear  here he gave her the bottle go now be strong and dont weaken ill send a friar to mantua immediately with a letter to romeo  juliet was almost lighthearted as she went home to carry out the plan she couldnt wait for night to fall,Act 4,Scene 1,Act 4Scene 1
capulet was doing what he enjoyed most he gave a list to a servant with instructions to go out and find the guests and invite them he sent another servant to hire twenty cooks he was afraid that things wouldnt be ready in time  the nurse was telling lady capulet where juliet had gone capulet overheard the tailend and turned what has my daughter gone to friar lawrence  yes  well perhaps hell be able to knock some sense into her what a willful little slut she is  oh look sir here she is and looking so cheerful  hello little miss headstrong said capulet and where have you been gadding about  where ive learnt to repent of the sin of disobedience friar lawrence made me promise to fall down at your feet and beg your pardon she knelt in front of him pardon i beg of you from now on ill do as im told  capulet laughed he snapped his fingers at a passing servant send for the count he said he rubbed his hands together well speed it up ill have this knot tied up tomorrow morning  i met the count at lawrences chapel said juliet and offered him wh,Act 4,Scene 2,Act 4Scene 2
at love i could without stepping beyond the bounds of modesty  thats excellent said her father get up daughter thats how it should be i want to see the count what havent gone yet he asked the servant go on now in the name of god and get the friar too our whole city is indebted to this reverend holy friar  juliet took her nurses hand and they got up to choose the things she would wear at her wedding  thats right nurse said capulet go and help her well go to church tomorrow  lady capulet didnt much like the haste we wont be ready she said  dont worry  said her husband ill get on with it itll all work out i guarantee you go to juliet help her get decked out i wont go to bed tonight leave it all to me he looked around the servant he had sent to fetch paris hadnt gone yet he was busy doing some other preparation work oh well he would walk to paris himself and tell him that the wedding had been brought forward a day he was in a good mood his wayward daughter had come back into the fold of his love and everything was going according to plan,Act 4,Scene 2,Act 4Scene 2
juliet didnt argue with the nurses choice of clothes for the wedding nor did she complain about the incessant chatter about how wonderful paris was yes yes nurse she said i agree with you these clothes are best  it seemed that the nurse was going to take forever to lay them out when she had finished at last she went into the anteroom where she had her own bed juliet followed her and sat on the bed please nurse she said leave me to myself tonight im going to spend the night praying that things will turn out better you know what a mess it all is  lady capulet appeared at the door youve been busy she said are you all ready or do you need my help  no thanks said juliet weve done everything please let me be alone now and take nurse with you  she can stay up and help you i m sure you all have your hands full with everything that has to be done before tomorrow  when they had gone juliet wondered when she would see them again she went to a little cabinet and took out the bottle the friar had given her there was a dagger in there as well and sh,Act 4,Scene 3,Act 4Scene 3
e placed it on the cabinets top then she drew the curtains around the bed and lay down  as she thought about what she had to do fear began to take hold of her it spread through her veins like iced water and almost paralyzed her she wanted to call them back and actually opened her mouth and formed the word nurse before pulling herself together what could the nurse do for her now she was alone  she was clutching the bottle she opened her hand now and looked at it what if it didnt work did that mean shed have to be married tomorrow she reached for the dagger and placed it beside her on the bed shed use it if she had to she lifted the bottle again what if it were some poison that the friar had given her because he wanted her dead in case they should blame him for her marriage to romeo she was convinced of it when she thought about it and yet it couldnt be everyone knew he was a holy man  what if she was in the tomb and woke up before romeo came to fetch her that was too horrible to think about shed suffocate in the vault  choke in the sten,Act 4,Scene 3,Act 4Scene 3
ch of death  and die strangled before romeo came even if she didnt die there wouldnt she go mad just to think about all those dead bodies all those corpses it was a vault where her dead ancestors had been packed for hundreds of years tybalt he was there not so long dead he would be decomposing and they say that at certain times of night ghosts visit the newly dead she sat up and looked fearfully at the thick curtains  she was sure that if she woke earlier than planned  with those loathsome smells and the shrieks of the dead  she would go mad and she would do some desperate things she would play with her ancestors remains and pull the dead tybalt out of his shroud and even perhaps take one of her great ancestors bones and bash her own brains out with it  even here in her bedroom she was starting to see things tybalt s ghost was walking about looking for romeo  no she shouted dont tybalt stop  she uncorked the bottle and raised it to her lips romeo romeo romeo she cried i drink to you she flung the bottle from her and fell back on the bed,Act 4,Scene 3,Act 4Scene 3
mistress wake up juliet the nurse stood in the middle of the room with her hands on her hips juliet the child was fast asleep behind those curtains hello lamb lady shame on you you lazybones still nothing shed try the soft approach loove madam sweetheart hey bride nothing to say ho ho ho get your moneys worth of sleep for a week because ill bet paris has no intention of letting you sleep tonight she giggled god forgive me stop it now nurse  but it was strange how sound asleep juliet was she had to wake her though madam madam madam well the count will just have to take you in your bed hell wake you up with a big fright wont he  she pulled one of the curtains aside whats this dressed already and gone back to bed the nurse put her hand on juliets shoulder and shook her lady lady lady  she stared  oh no she said softly oh no then louder help then she turned her head and screamed help my ladys dead she looked at the pitiful sight on the bed and shook her head i wish id never been born she ran to the door some brandy here hurry my lord my lady  lady capulet came rushing up the stairs and ran across the hall whats all the noise she said  the nurse moaned and pointed at the bed  whats the matter said lady capulet  look look oh he,Act 4,Scene 5,Act 4Scene 5
avy day  lady capulet gasped she ran to the bed oh oh my child my only life wake up please please wake up or ill die with you she turned her tear stained face to the nurse get help quickly  capulet came into the room whats going on come on bring juliet down her husbands arrived  the two women began wailing shes dead shes dead shes dead they repeated  ha said capulet he strode to the bed let me look at her he stared at her for a long time then he put his hand on her forehead shes cold his voice sounded as though it was miles away her bloods stopped flowing and shes stiff shes been dead for hours how pitiful to see her so young death has taken her like frost takes a beautiful flower  the nurse and lady capulet knelt beside the bed and wailed capulet dropped to his knees too but couldnt say anything now there was a knock on the open door friar lawrence and paris stood there with a troupe of musicians waiting for the signal to serenade the counts bride  all ready to go to church said the friar  shes ready to go and never return said capulet he got up and went to paris oh son death has beaten you to it he slept with her last night he put his arm round the young mans shoulders and guided him to the bed there she is he said deat,Act 4,Scene 5,Act 4Scene 5
h is my soninlaw death is my heir he has married my daughter i will die now and leave him everything everything belongs to death now  how ive looked forward to this morning said paris and what a sight it brings me lady capulets wailing grew louder and more heartrending the nurse was beside herself and wailed even louder than her mistress  paris bent over juliet and took her hand tricked he said divorced wronged destroyed shes been tricked by death he kissed her hand oh life he said no not life this is love in death capulet broke down now and gave himself up to his grief  friar lawrences satisfaction at the success of his plan was tempered by the grief all around him for a moment he was sorry for what he had done but then he remembered what would have happened if he hadnt done it be quiet all of you he said you should be ashamed of yourselves you cant bring her back by behaving like this  they all took notice of the holy man  stopped their wailing and listened  she wasnt yours entirely you shared her with heaven and now heavens got everything but shes better off for it you could never have kept your share of her from death but heaven can give her eternal life you wanted to do well by her and now youre crying when she s gone to heaven you dont love your child very much if you go mad when you see how well she is and in any case long marriages are never happy its just as well to die young  the friar put his hand out to lady capulet and raised her up dry your tears and put rosemary on this beautiful corpse dress her in her best clothes and take her to church its natural to cry but not sensible since shes gone to heaven  everything said capulet sobbing everything that weve prepared for her wedding will mark her funeral now our musical instruments will be changed to mournful bells our celebration to a wake our hymns to funeral dirges our bridal flowers to a wreath  everything has become its opposite  friar lawrence took his arm come on sir you must go now and you too madam paris lingered and the friar waited for him come on sir paris he said all of you go and prepare to follow this corpse to her grave the heavens are frowning on you for something youve done dont make things worse  they went sadly from the room leaving the musicians staring at juliet one of them stopped the nurse i suppose we might as well put our instruments away and go home he said  yes lads said the nurse put them away put them away because you can see what a sad case this is,Act 4,Scene 5,Act 4Scene 5
romeo had been in a good mood all morning hed had a dream that he was about to receive some good news he was lighthearted and he walked through the streets of mantua feeling that his feet werent touching the ground  his dream was that juliet had found him dead and although it was an odd dream that allowed a dead man to think and feel she had brought him back to life with her kisses and made him as happy as a king he smiled as he walked it just showed how wonderful the real thing was if even dreams about love could make you feel so good wasnt that his man balthasar coming down the street it was it must be good news from verona  balthazar he said have you got a letter from the friar hows my wife and my father is he alright romeo did a little jig dancing round his servant hows my juliet im asking that because if shes well then everything is wonderful  balthazar said nothing he stared at the ground avoiding romeos eyes romeo stopped his dancing balthazar was crying  shes well so nothing can be wrong said balthazar he turned his back on romeo and blurted her bodys sleeping in capulets tomb and her souls among the angels  romeo felt cold even in that terrible heat his expression queried his servants statement  i watched them putting her in ,Act 5,Scene 1,Act 5Scene 1
their family vault said balthasar and then came straight to you he saw the pain in romeos face and wished he could think of some way of comforting him  it cant be said romeo at last he turned away the stars are against us but i wont give in to them he turned back to balthasar go and get me some paper and ink and hire us some horses  i beg of you sir said balthasar be careful youre upset and im worried that something bad is going to happen  youre wrong said romeo just do as i tell you havent you got a letter from the friar  no  it doesnt matter go and get the horses ill see you later  romeo had made up his mind he would sleep with juliet that night the only question was what means should he use to kill himself he felt nothing  his only thought was to get to juliet and be with her forever he remembered seeing a chemists shop nearby the apothecary had huge eyebrows and wore tattered clothes and his shop had things like dried tortoises hanging from the ceiling a stuffed alligator and the skins of oddshaped fish there were shelves of bottles earthen pots bottles and dried seeds  bits of string and compressed rose petals were scattered everywhere as hed passed it it had occurred to him that if a man ever needed a poison heres a man who woul,Act 5,Scene 1,Act 5Scene 1
d sell it to him  even though there was a death penalty for doing so he would go there and persuade the apothecary to sell him some  when he arrived the shop was shut so he stood in the street and looked up at the open window above it hey he called apothecary  a head appeared at the window the man had enormous eyebrows whos that shouting like that  come down here man  said romeo he took a leather purse out of his pocket and shook it so that it clinked the man left the window and came to the door  look here said romeo i can see you dont make a lot of money ill give you this  forty gold coins  if youll give me just one dose of poison something that will kill me as quickly as a bullet  ive got some said the man but its against the law  whats the matter said romeo so poor and wretched and youre afraid of dying look at you  hungry poor downtrodden  an outcast the law isnt your friend i can see that here come on take this its a lot of money and itll make you rich  the man grunted then grabbed the purse its only my poverty makes me do it he said  thats alright said romeo its your poverty im paying  the apothecary went inside and came out again with a little bottle here drink it all it would kill you even if you had the strength of twenty men,Act 5,Scene 1,Act 5Scene 1
friar lawrence was humming it was all working out well friar john would have delivered the letter to romeo by now it would be dark in a few hours and the whole business would soon be brought to a joyful conclusion and here was friar john now just back from mantua making his way across the hillside brother john waved and when he came near enough he called out a greeting  welcome welcome  said friar lawrence welcome from mantua what did romeo say or if he wrote to me give me his letter  i havent been yet im afraid said friar john smiling one of our friars was visiting the sick here in verona and some officials came to find him because they thought hed caught some disease and when they saw me with him they locked us both up in quarantine ive just got out and im on my way to mantua now  oh well never mind said friar lawrence as long as my letter got there who took it then  friar john rummaged among the folds of his habit and took out a crumpled letter  noone he said here it is i couldnt get anyone to deliver it they were too scared of catching something  oh hell said friar lawrence if only you had known it was the most important letter god thats done it friar john go and get a crowbar and bring it straight to me run  friar lawrence watched his friend as he hurried off hed have to go to the tomb on his own juliet was due to wake up in three hours time she would be angry that romeo hadnt been told about it but never mind he would write again and keep her in his chapel until romeo came it was a horrifying thought juliet waking up a living corpse in a vault full of dead people,Act 5,Scene 2,Act 5Scene 2
paris approached the churchyard his page walking in front of him with the torch the tombs of veronas wealthiest families loomed even more darkly than their black surroundings  give me my torch boy said paris then go and stand guard no on second thoughts put it out i dont want to be seen he looked about then pointed to a silent row of dark shapes go and lie under those yew trees and keep your ear to the ground if you hear footsteps whistle give me those flowers go on do as i tell you  the page was terrified at being left alone in the churchyard but he did as he was told  paris moved slowly step by cautious step in the dark to capulet s tomb when he got to the entrance he lay the flowers in front of the doors he had made up his mind that he would hold a vigil at the tomb and sprinkle perfumed water around the entrance if not perfumed water then his own tears and he would do that every night  his page whistled someone was coming who could it be coming to the graveyard at this time of night and with a torch the light came towards him he would stand still and let the dark hide him whoever they were they were noisy they virtually ran though the graveyard not seeming to care whether anyone saw or heard them  and then paris heard a v,Act 5,Scene 3,Act 5Scene 3
oice  give me that pick axe and the crowbar the voice said then wait take this letter make sure you give it to my father in the morning there was another voice then the first one spoke again give me the light now listen whatever you see or hear stay silent and dont interrupt me whatever im doing im going into this tomb partly to look at her face but mainly to get a ring from her finger  a ring that i need for an important purpose so off you go but listen if you come back to pry into my business ill tear you limb from limb and spread you around the churchyard this is a desperate time and i m a desperate man  more desperate than hungry tigers or roaring seas so watch out  im off said the second voice i wont get in your way  paris recognized the first voice it was that haughty banished montague  the one who had murdered his loves cousin it was the grief of that that had caused juliets death  romeo stood in front of the vault it was a hideous stomach stuffed with the sweetest food in the world he would make it open its jaws he shoved the crowbar between the doors and forced them apart hed cram that detestable stomach with more food  paris knew what the vile montague was up to the monster had come here to desecrate the bodies of t,Act 5,Scene 3,Act 5Scene 3
hose he had murdered but he would stop him he sprang out of the shadows  stop vile montague he cried how far are you going to take your vengeance youre under arrest do as i tell you and come quietly youve got to die he took up a position between romeo and the doors  die said romeo he laughed youre right thats exactly what i came here for look here gentle youth he spoke softly dont take on a desperate man just go away and leave me think about all the bodies in there and let them frighten you away  he tried to pass but paris refused to budge  i beg of you said romeo dont tempt me to anger and make me commit another crime oh please go cant you see i love you more than i love myself because i came here to do myself harm go theres no need for this stay alive and afterwards youll be able to say that a madman took pity on you and allowed you to escape  no said paris and im arresting you as a criminal he drew his sword  im sorry if thats what you want said romeo drawing his rapier too  paris page sprang up in alarm when he saw the two figures fighting the torchlight threw up fantastical shadows as they squared up to each other among the tombs the only thing he could think of was to go and find the watch so he went off to do that  the,Act 5,Scene 3,Act 5Scene 3
 fight was short romeo did not want to hurt the young man but he knew that his assailant was deadly serious he wouldnt give up and leave him to do what he had to if he had the slightest opportunity this fellow would kill him before he had the chance to see his juliet so he had to make sure that didnt happen he decided to keep his wits about him and take the young man seriously  within minutes paris lay bleeding at the tombs entrance oh im dying he said gasping if you have a heart lie me beside juliet  i will said romeo killing the young man was the last thing romeo had wanted to do he hadnt even recognized him in the dark graveyard he brought the torch closer so that he could see the dead youths face  he was surprised when he saw who it was he suddenly remembered what balthasar had said as they galloped towards verona he hadnt been concentrating on balthasars words but he fancied balthasar had told him that paris was supposed to have married juliet isnt that what balthasar had said or had he dreamt it or was he mad hearing the count talk about juliet like that and imagined it a huge sadness overwhelmed him at the thought that paris had been caught up with them in this sour fate  he propped the torch up in the vault then dragg,Act 5,Scene 3,Act 5Scene 3
ed the body in as he stood up he saw juliet lying on a marble bier this is no grave dead youth he said its a lantern juliet s lying there and her beauty makes this vault a festive place full of light  he lay paris on the floor beside juliets bier then he brought the torch closer and climbed on to the bier looking at her he had a sudden feeling of happiness he couldnt believe what little effect death had had on her beauty death hadnt defeated her  her lips and cheeks were still rosy he looked around the fearful place tybalt lay on bier a few feet away tybalt he said is that you in your shroud oh what greater favour can i do you than kill myself the man who was your enemy forgive me cousin  why was she still so beautiful was it because death was in love with her and was keeping her in that dark place as his mistress if that was so he would stay there with her and never leave he would join the worms that were her chambermaids this was where he would live forever  but it was time eyes look your last he said arms take your last embrace he took her in his arms and raised her up he kissed her he lowered her again and took out the poison it was time heres to my love he drank the poison in one go  he had an immediate spasm that apothe,Act 5,Scene 3,Act 5Scene 3
cary knew what he was about his poison was quick he just had time to kiss juliet again before he fell          friar lawrence hurried towards the monument stumbling against tombstones there was a sound he stopped whos there  its me balthasar  said romeos man you know me  oh thank god said the friar tell me whats that light in capulets monument  its my master said balthasar  how long has he been in there  half an hour  come with me said the friar  i cant my master thinks ive gone he threatened me with terrible things if i didnt go  stay here then said the friar ill have to go by myself im so afraid  oh so afraid that some evil things happened  i fell asleep under this tree here said balthasar and i dreamt my master and another man fought and my master killed him  friar lawrence went to the tombs entrance and peered through the broken doors romeo he called there was nothing but the echo of his own voice he looked down and saw the two weapons lying in a pool of blood he summoned up all his courage and entered the tomb  romeos body lay across juliet  so pale the friar exclaimed he saw paris whos this oh no all covered in blood whats been going on here there was a deep sigh almost in his ear juliet was moving  trying to sit up  de,Act 5,Scene 3,Act 5Scene 3
ar friar she said where is my husband i remember where im supposed to be and here i am where is my romeo  there was the sound of voices in the distance someones coming said the friar come juliet come out of this nest of death and decay a greater force than we can fight has spoilt our plans come away with me open your eyes and look your husbands lying right there and theres paris too come on quickly ill take you to a convent don t argue the watch is coming  he tried to pull her but she resisted she put her arms around romeo and clung to him the friar let go but he made one last attempt to persuade her please come juliet i daren t stay any longer  you go said juliet i m staying here  the voices were coming nearer the friar turned and fled juliet hugged romeo and kissed him she tried to hold his hand  whats this she said a bottle she took it out of his closed hand and examined it poison thats what killed him she raised it to her lips and tried to drink  oh the rascal she cried drunk every drop and left none for me ill take it from your lips perhaps theres still some poison on them she kissed him and drew back immediately your lips are warm she cradled him and sobbed  a man somewhere outside shouted show me boy which way  theyre ,Act 5,Scene 3,Act 5Scene 3
here said juliet i must hurry oh thank god hes wearing his dagger she drew the dagger screwed up her eyes and plunged it into her chest this is your sheath she said rest there  it had been effective she couldnt breathe it was painful but it would soon be all over  her life was slipping away fast and let me die she sighed           the watch came closer  there it is said paris page where the light is  the captain of the watch stopped at the entrance look at this blood he said search the churchyard arrest anyone you see  they went in when the captain saw the carnage even he a hardened officer of the law was appalled you he said go tell the prince and you hurry fetch the capulets wake the montagues up the rest of you go and search for evidence  they caught balthasar and arrested him they found the friar trembling and crying they took his crowbar as evidence and arrested him too  by the time the prince arrived followed by the capulets the captain of the watch had brought the three bodies out and lit the area with torches  oh heavens said capulet oh wife they knelt down and cried without restraint oh look how hes bleeding said capulet  this will take me to my grave said his wife she lifted juliets lifeless body and held it close r,Act 5,Scene 3,Act 5Scene 3
